bashoId,fromRankLabel,toRankLabel,wins,losses,absences,juryoLowMakekoshi,juryoLowCollapse,makushitaUpper5FivePlus,promotionPressure,demotionPressure,promotionsToJuryo,demotionsToMakushita
200407,東幕下2枚目,西十両13枚目,4,3,0,10,3,2,11,13,3,3
200511,西幕下3枚目,東十両14枚目,4,3,0,9,4,4,14,13,6,4
201305,西幕下2枚目,西十両14枚目,4,3,0,13,3,3,13,16,5,6
201309,西幕下2枚目,西十両12枚目,4,3,0,11,3,1,9,14,3,2
200605,西幕下1枚目,西十両14枚目,4,3,0,8,1,2,11,9,2,2
200601,西幕下4枚目,東十両14枚目,4,3,0,11,4,2,14,15,5,5
201105,東幕下10枚目,東十両13枚目,4,3,0,8,6,4,12,14,13,0
201611,東幕下2枚目,東十両14枚目,4,3,0,8,5,2,15,13,5,5
200705,西幕下1枚目,西十両13枚目,4,3,0,9,2,4,16,11,5,4
200611,東幕下3枚目,西十両13枚目,4,3,0,10,4,2,13,14,5,4
200401,西幕下2枚目,東十両12枚目,4,3,0,9,7,1,10,16,5,4
201301,東幕下2枚目,西十両14枚目,4,3,0,6,3,2,13,9,3,2
200809,西幕下1枚目,西十両9枚目,4,3,0,9,2,3,14,11,6,2
201601,東幕下1枚目,東十両14枚目,4,3,0,7,4,0,10,11,1,1
201009,西幕下3枚目,西十両13枚目,4,3,0,9,6,2,12,15,6,5
200703,東幕下1枚目,西十両13枚目,4,3,0,8,2,3,12,10,3,3
201311,西幕下2枚目,西十両12枚目,4,3,0,11,5,1,10,16,5,4
201403,東幕下3枚目,西十両14枚目,4,3,0,11,2,2,14,13,4,3
200207,西幕下3枚目,西十両12枚目,4,3,0,10,8,1,10,18,3,3
201111,東幕下2枚目,東十両13枚目,4,3,0,8,6,1,13,14,5,4
201307,西幕下3枚目,西十両14枚目,4,3,0,8,3,1,12,11,5,5
202401,西幕下2枚目,東十両14枚目,4,3,0,9,4,3,11,13,4,4
201007,西幕下2枚目,東十両12枚目,4,3,0,10,5,2,9,15,7,6
201201,東幕下2枚目,西十両14枚目,4,3,0,8,2,2,11,10,4,3
201207,東幕下4枚目,東十両14枚目,4,3,0,10,5,4,14,15,6,6
200907,東幕下2枚目,東十両12枚目,4,3,0,8,4,1,11,12,5,4
200603,東幕下2枚目,東十両14枚目,4,3,0,8,4,2,12,12,3,3
201211,東幕下3枚目,西十両13枚目,4,3,0,8,5,1,8,13,3,3
201007,東幕下1枚目,西十両8枚目,4,3,0,10,5,2,9,15,7,6
201311,東幕下5枚目,西十両13枚目,4,3,0,11,5,1,10,16,5,4
201311,西幕下4枚目,東十両13枚目,4,3,0,11,5,1,10,16,5,4
201403,西幕下1枚目,東十両12枚目,4,3,0,11,2,2,14,13,4,3
201911,東幕下3枚目,西十両14枚目,4,3,0,11,6,1,10,17,5,5
201211,西幕下4枚目,東十両14枚目,4,3,0,8,5,1,8,13,3,3
200705,東幕下2枚目,東十両14枚目,4,3,0,9,2,4,16,11,5,4
201003,西幕下1枚目,西十両13枚目,4,3,0,9,2,2,11,11,3,2
201105,西幕下2枚目,西十両8枚目,4,3,0,8,6,4,12,14,13,0
200711,西幕下2枚目,西十両13枚目,4,3,0,8,2,3,13,10,5,4
200603,東幕下1枚目,東十両12枚目,4,3,0,8,4,2,12,12,3,3
201001,西幕下2枚目,東十両14枚目,4,3,0,10,3,2,13,13,4,3
201005,東幕下1枚目,東十両13枚目,4,3,0,12,2,3,12,14,4,4
200507,東幕下1枚目,西十両12枚目,4,3,0,10,4,3,12,14,6,6
200701,東幕下1枚目,西十両13枚目,4,3,0,5,3,3,13,8,3,3
201201,東幕下1枚目,東十両13枚目,4,3,0,8,2,2,11,10,4,3
201207,西幕下2枚目,東十両13枚目,4,3,0,10,5,4,14,15,6,6
200709,東幕下3枚目,東十両14枚目,4,3,0,9,4,1,10,13,3,3
200801,東幕下2枚目,西十両14枚目,4,3,0,9,4,3,12,13,4,3
200907,東幕下1枚目,西十両11枚目,4,3,0,8,4,1,11,12,5,4
201401,東幕下2枚目,東十両14枚目,4,3,0,7,3,3,13,10,3,2
201409,東幕下2枚目,東十両14枚目,4,3,0,11,4,2,15,15,6,5
201511,東幕下4枚目,西十両14枚目,4,3,0,12,4,3,12,16,4,4
200611,西幕下3枚目,東十両14枚目,4,3,0,10,4,2,13,14,5,4
200907,東幕下4枚目,西十両14枚目,4,3,0,8,4,1,11,12,5,4
200611,東幕下1枚目,西十両12枚目,4,3,0,10,4,2,13,14,5,4
201001,西幕下3枚目,西十両14枚目,4,3,0,10,3,2,13,13,4,3
201009,西幕下1枚目,西十両12枚目,4,3,0,9,6,2,12,15,6,5
201311,東幕下2枚目,東十両12枚目,4,3,0,11,5,1,10,16,5,4
201405,東幕下3枚目,西十両14枚目,4,3,0,10,4,4,13,14,6,6
201409,西幕下1枚目,西十両13枚目,4,3,0,11,4,2,15,15,6,5
201003,東幕下1枚目,東十両12枚目,4,3,0,9,2,2,11,11,3,2
201609,西幕下2枚目,東十両13枚目,4,3,0,7,5,3,14,12,5,5
201203,東幕下1枚目,東十両12枚目,4,3,0,6,3,1,13,9,4,4
201209,西幕下2枚目,西十両14枚目,4,3,0,11,4,3,12,15,5,4
201411,西幕下5枚目,西十両14枚目,4,3,0,9,3,2,10,12,3,3
201011,東幕下1枚目,東十両11枚目,4,3,0,9,4,3,10,13,4,4
200809,西幕下4枚目,西十両14枚目,4,3,0,9,2,3,14,11,6,2
201105,東幕下6枚目,西十両10枚目,4,3,0,8,6,4,12,14,13,0
